,sheadline,numrech,dfyh
1214,[CLS]isis executioner jihadi john is named as mohammed emwazi[SEP],1214,2
1215,[CLS]palestine accuses israel of opening dams flooding gaza forcing evacuations[SEP],1215,3
1216,[CLS]seven high school girls get pregnant on five day school trip parents outraged[SEP],1216,0
1217,[CLS]meteorite strike in nicaragua puzzles experts[SEP],1217,1
1218,[CLS]guantanamo detainee freed in bowe bergdahl swap back to terrorism [SEP],1218,2
1219,[CLS]give a homeless man 100 and see what he does with it video [SEP],1219,3
1220,[CLS]magic mushrooms found in buckingham palace by alan titchmarsh[SEP],1220,0
1221,[CLS]boko haram ceasefire ignored as violence flares in borno state[SEP],1221,1
1222,[CLS]iraqi health official ebola has killed 5 isis fighters[SEP],1222,2
1223,[CLS]turkish leader says you s[SEP],1223,3
1224,[CLS]michael phelps girlfriend reveals she was born a man and never told the swimmer[SEP],1224,0
1225,[CLS]pope francis turns out not to have made pets in heaven comment[SEP],1225,1
1226,[CLS]update soldier gunman who died in ottawa rampage identified[SEP],1226,2
1227,[CLS]hospital officials kansas city patient not being treated for ebola[SEP],1227,3
1228,[CLS]axl rose not dead fake msnbc death hoax goes viral on facebook[SEP],1228,0
1229,[CLS]pope says dogs can go to heaven paradise is open to all of gods creatures[SEP],1229,1
1230,[CLS]iraqi official dismisses unfounded reports that isis fighters have ebola[SEP],1230,2
1231,[CLS]nigeria announces truce with boko haram fate of schoolgirls unclear[SEP],1231,3
1232,[CLS]bih seven primary school students pregnant after five day excursion[SEP],1232,0
1233,[CLS]hope fades for girls release after boko haram truce breached[SEP],1233,1
1234,[CLS]nasa questions whether crater in nicaragua caused by meteorite[SEP],1234,2
1235,[CLS]catholic priest claims god is female after clinically dead experience[SEP],1235,3
1236,[CLS]one gunman killed in shooting on parliament hill in ottawa hunt on for other shooters[SEP],1236,0
1237,[CLS]no a spider probably did not crawl through a man body for several days[SEP],1237,1
1238,[CLS]cbi registers criminal conspiracy case against dera chief after claims 400 male followers were forcibly castrated[SEP],1238,2
1239,[CLS]seth rogen to play steve wozniak in steve jobs biopic[SEP],1239,3
1240,[CLS]batmobile not stolen mtv contest prize remains unclaimed[SEP],1240,0
1241,[CLS]more than 200 kidnapped nigerian girls to be released after deal reached with boko haram[SEP],1241,1
1242,[CLS]shots heard in alleged brown shooting recording audio [SEP],1242,2
1243,[CLS]james foley killer jihadi john believed to be former london rapper abdel majed abdel bary[SEP],1243,3
1244,[CLS]islamic state killer jihadi john named as mohammed emwazi[SEP],1244,0
1245,[CLS]watch bird launches airstrike on putins shoulder updated [SEP],1245,1
1246,[CLS]luke somers killed in failed rescue attempt in yemen [SEP],1246,2
1247,[CLS]tiger woods is not on suspension for failing a drug test his agent and a pga official say[SEP],1247,3
1248,[CLS]god is a woman priest who died for 48 minutes claims[SEP],1248,0
1249,[CLS]first human death confirmed from eating gmo satire [SEP],1249,1
1250,[CLS]fidel castro death watch rumors heat up cuba denies[SEP],1250,2
1251,[CLS]bih seven primary school students pregnant after five day excursion[SEP],1251,3
1252,[CLS]microsoft turns to robotic security guards to watch for trouble[SEP],1252,0
1253,[CLS]spider burrowed into appendix scar crawled through wa man body[SEP],1253,1
1254,[CLS]alleged audio of michael brown shooting released[SEP],1254,2
1255,[CLS]meet the 17 year old who made 72 million during his high school lunch breaks[SEP],1255,3
1256,[CLS]cheese addiction breaks kim jong un ankles[SEP],1256,0
1257,[CLS]doubts cast over nicaragua meteorite claim[SEP],1257,1
1258,[CLS]who says reports of suspected ebola cases in iraq are untrue[SEP],1258,2
1259,[CLS]calm yourselves durex has not come out with a pumpkin spice condom[SEP],1259,3
1260,[CLS]mohammed islam denies making 72 million from stock market trading[SEP],1260,0
1261,[CLS]attorney new audio reveals pause in gunfire when michael brown was shot[SEP],1261,1
1262,[CLS]after isis trick mum into eating son 5 other reluctant cannibals including those forced to eat own body parts[SEP],1262,2
1263,[CLS]isis claims it has us airdrop of weapons[SEP],1263,3
1264,[CLS]pants on fire duncan hunter makes unconfirmed claim border patrol caught at least 10 isis fighters[SEP],1264,0
1265,[CLS]nicaragua meteorite impact theory may be meteor wrong[SEP],1265,1
1266,[CLS]pentagon denies it killed isis chief as airstrikes hit top extremists[SEP],1266,2
1267,[CLS]report isis kidnaps canadian israeli former idf soldier who went to fight with the kurds[SEP],1267,3
1268,[CLS]obama outraged over beheading vows to stay on course[SEP],1268,0
1269,[CLS]homeless man receives 100 then shocks everyone with how he spends it[SEP],1269,1
1270,[CLS]islamic state claims to have beheaded american journalist[SEP],1270,2
1271,[CLS]guantanamo detainee freed in bowe bergdahl swap back to terrorism [SEP],1271,3
1272,[CLS]the pumpkin spice condom is not happening[SEP],1272,0
1273,[CLS]gill rosenberg canadian israeli woman feared kidnapped by isis says she is safe[SEP],1273,1
1274,[CLS]islamic state releases video apparently showing the beheading of missing us journalist james foley[SEP],1274,2
1275,[CLS]texas city plumber truck ends up in syrian war[SEP],1275,3
1276,[CLS]shocking photos [SEP],1276,0
1277,[CLS]tropical spider burrows under man skin lives there for three days[SEP],1277,1
1278,[CLS]isis reportedly beheads you s[SEP],1278,2
1279,[CLS]has ebola infected isis militants in mosul [SEP],1279,3
1280,[CLS]you all had an abortion [SEP],1280,0
1281,[CLS]fake news mcdonald will stop serving overweight customers [SEP],1281,1
1282,[CLS]6 islamist militants killed in us attack in somalia[SEP],1282,2
1283,[CLS]was the batmobile stolen in detroit [SEP],1283,3
1284,[CLS]is beheads briton david cawthorne haines threatens to execute another briton alan henning[SEP],1284,0
1285,[CLS]meteorite makes big crater in nicaragua government says[SEP],1285,1
1286,[CLS]north korean leader kim jong uns mystery illness actually two broken ankles newspaper says[SEP],1286,2
1287,[CLS]apple watch mass production kicks off in january report[SEP],1287,3
1288,[CLS]jeh johnson shoots down duncan hunter assertion is is entering you s[SEP],1288,0
1289,[CLS]that was fast christian bale bails on steve jobs biopic[SEP],1289,1
1290,[CLS]video messaging app says audio recording of michael brown shooting is authentic[SEP],1290,2
1291,[CLS]canadian israeli woman may have been captured in syria reports[SEP],1291,3
1292,[CLS]unlucky in love man chops off own penis because he was fed up with not having a girlfriend[SEP],1292,0
1293,[CLS]nbc weatherman caught urinating in the woods live on air[SEP],1293,1
1294,[CLS]jihadi john identified as british man from west london[SEP],1294,2
1295,[CLS]us probing claims isis fighters seized airdropped weapons meant for kurds[SEP],1295,3
1296,[CLS]moment you s[SEP],1296,0
1297,[CLS]meteorite strikes nicaraguan capital creates 16 foot deep crater[SEP],1297,1
1298,[CLS]has ebola infected isis militants in mosul [SEP],1298,2
1299,[CLS]wfbs bill gertz obama administration trying to play down missing libyan airliners[SEP],1299,3
1300,[CLS]russian man wakes up to find his testicles have been stolen[SEP],1300,0
1301,[CLS]the arrest of the isis leader wife and son[SEP],1301,1
1302,[CLS] isis beheads photojournalist james wright foley in a massage to us to end its intervention in iraq[SEP],1302,2
1303,[CLS]macaulay culkin dead the death hoax is once again on the child actor[SEP],1303,3
1304,[CLS]scorned wife leaves love rat husband and twin sister naked in car park[SEP],1304,0
1305,[CLS]j j abrams asks disney to move up star wars the force awakens release date[SEP],1305,1
1306,[CLS]isis syria news video shows us airdropped weapons and grenades captured by islamic state [SEP],1306,2
1307,[CLS]kim jong I will [SEP],1307,3
1308,[CLS]1901 boston time capsule yields small red book[SEP],1308,0
1309,[CLS]planetary alignment on jan 4 2015 will decrease gravity for 5 minutes causing partial weightlessness[SEP],1309,1
1310,[CLS]video shows isil beheading of photojournalist james foley[SEP],1310,2
1311,[CLS]who is michael zehaf bibeau [SEP],1311,3
1312,[CLS]vogues shiny new office has a big rat problem[SEP],1312,0
1313,[CLS]comcast is threatening to cut off customers who use tor the web browser for criminals[SEP],1313,1
1314,[CLS]somalia shebab chief ahmed abdi godane likely dead in us strike source[SEP],1314,2
1315,[CLS]photo gallery amazing 300 operation by north walsham vet on constipated goldfish[SEP],1315,3
1316,[CLS]no a mechanical polar bear is not about to be given an asbo[SEP],1316,0
1317,[CLS]meteorite leaves crater in nicaraguan capital managua[SEP],1317,1
1318,[CLS]a message from jim mom diane foley [SEP],1318,2
1319,[CLS]sorry kfc is not going to be selling weed in colorado restaurants[SEP],1319,3
1320,[CLS]texas turkey farm contaminated with ebola over 250 000 holiday turkeys infected[SEP],1320,0
1321,[CLS]managua explosion not a meteorite nasa suggests[SEP],1321,1
1322,[CLS]kim jong un broke both ankles and is hospitalized report claims[SEP],1322,2
1323,[CLS]isis fighters getting caught coming across the you mexican border [SEP],1323,3
1324,[CLS]judd nelson is not dead report is a hoax[SEP],1324,0
1325,[CLS]texas town quarantined after family of five test positive for the ebola virus[SEP],1325,1
1326,[CLS]christian bale is steve jobs[SEP],1326,2
1327,[CLS]unverified video shows beheading of aid worker david haines[SEP],1327,3
1328,[CLS]dog found abandoned at scottish train station with suitcase of belongings[SEP],1328,0
1329,[CLS]was heart tugging viral video of generous homeless man all a hoax [SEP],1329,1
1330,[CLS]cannibal mother tries to eat her newborn baby after giving birth[SEP],1330,2
1331,[CLS]dumped woman spends a week in kfc to get over ex[SEP],1331,3
1332,[CLS]kimyes fault [SEP],1332,0
1333,[CLS]tourist wakes to find strange red trail on his stomach and discovers a spider has burrowed through his appendix scar and crawled under his skin while on holiday in bali[SEP],1333,1
1334,[CLS]video purports to show beheading of you s[SEP],1334,2
1335,[CLS]man cuts off manhood throws it in the bin after girlfriend leaves over small penis[SEP],1335,3
1336,[CLS]video messaging service verifies timing of cnn audio recording[SEP],1336,0
1337,[CLS]nationwide turkey recall [SEP],1337,1
1338,[CLS]alleged audio of michael brown shooting has surfaced[SEP],1338,2
1339,[CLS]wtc rats scare off anna wintour[SEP],1339,3
1340,[CLS]bunbury local discovered a spider had burrowed under his skin on bali holiday[SEP],1340,0
1341,[CLS]dylan thomas finds tropical spider burrowed under skin[SEP],1341,1
1342,[CLS]meteor leaves 40 foot crater near managua airport[SEP],1342,2
1343,[CLS]parliament hill shooting sergeant at arms kevin vickers the family hero who took down ottawa gunman[SEP],1343,3
1344,[CLS]italian fisherman catches monstrous 280 pound catfish[SEP],1344,0
1345,[CLS]newly discovered mass grave linked to missing mexican students[SEP],1345,1
1346,[CLS]isis claims it has us airdrop of weapons[SEP],1346,2
1347,[CLS]in kim jong un absence his sister may rule[SEP],1347,3
1348,[CLS]mexican cartel leader kills self bodies in grave not missing students[SEP],1348,0
1349,[CLS]new audio reveals pause in gunfire when michael brown was shot attorney[SEP],1349,1
1350,[CLS]james wright foley kidnapped journalist apparently executed by isis[SEP],1350,2
1351,[CLS]yemen says you s[SEP],1351,3
1352,[CLS]no banksy has not been arrested[SEP],1352,0
1353,[CLS]someone painted a graffiti dick on a 2 5 million car[SEP],1353,1
1354,[CLS]nigerians doubtful of girls release after boko haram truce breached[SEP],1354,2
1355,[CLS]islamic state using scorpion bombs to terrorise victims[SEP],1355,3
1356,[CLS]christian bale will not play steve jobs after all[SEP],1356,0
1357,[CLS] updated 11 men and 0 women on tonight espn domestic violence panel[SEP],1357,1
1358,[CLS]james foley killer jihadi john believed to be former london rapper abdel majed abdel bary[SEP],1358,2
1359,[CLS]al shabab leader who ordered kenya mall massacre believed killed in us drone attack in somalia[SEP],1359,3
1360,[CLS]isis launch scorpion bombs to spread panic in iraq[SEP],1360,0
1361,[CLS]comcast blocks tor[SEP],1361,1
1362,[CLS]meteorite strike in nicaragua puzzles experts[SEP],1362,2
1363,[CLS]confusion surrounds capture of isis leaders wife[SEP],1363,3
1364,[CLS]catholic priest dies for 48 minutes comes back to life and claims god is female[SEP],1364,0
1365,[CLS]dna tests prove lebanon is holding isis chief al baghdadi ex wife and daughter after they were caught with fake passports[SEP],1365,1
1366,[CLS]north korean leader kim jong un had ankle surgery report says[SEP],1366,2
1367,[CLS]the rats eat prada at vogue ny office[SEP],1367,3
1368,[CLS]a bogus banksy[SEP],1368,0
1369,[CLS]christian bale will not play steve jobs[SEP],1369,1
1370,[CLS] hairgate iphone 6 users encounter latest apple problem after bendgate [SEP],1370,2
1371,[CLS]parliament hill shooting sergeant at arms kevin vickers the family hero who took down ottawa gunman[SEP],1371,3
1372,[CLS]isis blasts scorpion bombs at civilian areas in iraq mosul residents living in fear[SEP],1372,0
1373,[CLS]bunbury local discovered a spider had burrowed under his skin on bali holiday[SEP],1373,1
1374,[CLS]audio recording of michael brown being gunned down was made at the time he was killed app company appears to confirm tape of eleven bullets being fired including final volley of kill shots [SEP],1374,2
1375,[CLS]isis tells mother on rescue mission you have just eaten your son[SEP],1375,3
1376,[CLS]nun complains of stomach pains later gives birth to baby boy[SEP],1376,0
1377,[CLS]christian bale set to play steve jobs in forthcoming biopic of apple co founder[SEP],1377,1
1378,[CLS]was nbc meteorologist mike seidel peeing in the snow on camera [SEP],1378,2
1379,[CLS]woman detained in lebanon is not al baghdadi wife iraq says[SEP],1379,3
1380,[CLS]gill rosenberg canadian israeli woman feared kidnapped by isis says she is safe[SEP],1380,0
1381,[CLS]willie nelson dead 2015 guitarist killed by internet death hoax[SEP],1381,1
1382,[CLS]us probing claims isis fighters seized airdropped weapons meant for kurds[SEP],1382,2
1383,[CLS]breaking udpated isis reportedly use chemical weapons in kobane[SEP],1383,3
1384,[CLS]see how this homeless man spends a hundred dollars and keep a tissue handy video [SEP],1384,0
1385,[CLS]audio of gunfire in michael brown case authenticated by app company[SEP],1385,1
1386,[CLS]now the vogue rats are chewing through couture[SEP],1386,2
1387,[CLS]11 tripoli planes still missing sparks 9 11 concerns[SEP],1387,3
1388,[CLS]breaking news isis beheads missing american journalist james wright foley as warning to us to cease action in iraq[SEP],1388,0
1389,[CLS]weatherman caught peeing live on camera[SEP],1389,1
1390,[CLS]cold turkey[SEP],1390,2
1391,[CLS]pants on fire duncan hunter makes unconfirmed claim border patrol caught at least 10 isis fighters[SEP],1391,3
1392,[CLS]new isis video shows militants seizing weapons airdropped by us near kobani[SEP],1392,0
1393,[CLS]teen made 72 million trading stocks confirms teen dominance worldwide[SEP],1393,1
1394,[CLS]mass graves found in mexico near place where 43 students went missing[SEP],1394,2
1395,[CLS]north korea ordered citizens named kim jong un to change their names says new report[SEP],1395,3
1396,[CLS]police hunting mystery slapper in tweed jacket who attacks people who sneeze in town high street[SEP],1396,0
1397,[CLS]penis spray painted on a 2 5 million car was just for a prank video[SEP],1397,1
1398,[CLS]cbs news names canadian parliament shooting suspect[SEP],1398,2
1399,[CLS]media fooled again [SEP],1399,3
1400,[CLS]us drones hunting for isis leader seen flying over syrian airspace[SEP],1400,0
1401,[CLS]espns domestic abuse tonight panel will be 100 dudes[SEP],1401,1
1402,[CLS]islamic state leader family detained by lebanon officials say[SEP],1402,2
1403,[CLS]apple media event rumored for late february apple watch and 12 macbook air likely topics updated [SEP],1403,3
1404,[CLS]brian williams no our meteorologist was not peeing on live tv[SEP],1404,0
1405,[CLS]dead for 48 minutes catholic priest claims god is female[SEP],1405,1
1406,[CLS]pentagon somali terror group leader killed in you s[SEP],1406,2
1407,[CLS]comfort eating [SEP],1407,3
1408,[CLS]zack snyders batman v superman dawn of justice stolen batmobile rumor put to rest[SEP],1408,0
1409,[CLS]christian bale in talks to play steve jobs in sony next biopic[SEP],1409,1
1410,[CLS]iraqi media isis militants have contracted ebola[SEP],1410,2
1411,[CLS]isis beheads american journalist[SEP],1411,3
1412,[CLS]vice shane smith drops 300 000 on vegas dinner[SEP],1412,0
1413,[CLS]meteorite leaves house sized crater in nicaraguas capital[SEP],1413,1
1414,[CLS] the force awakens release date jj abrams plan for an early release of star wars movie [SEP],1414,2
1415,[CLS]alleged audio of michael brown shooting released[SEP],1415,3
1416,[CLS]duped again macaulay culkin is not dead[SEP],1416,0
1417,[CLS]hope fades for girls release after boko haram truce breached[SEP],1417,1
1418,[CLS]macaulay culkin dead [SEP],1418,2
1419,[CLS]wayward sister nun the wiser about baby[SEP],1419,3
1420,[CLS]luckiest pizza delivery guy ever gets 2 000 tip[SEP],1420,0
1421,[CLS]nbc weatherman caught urinating in the woods live on air[SEP],1421,1
1422,[CLS]isis executioner jihadi john identified as mohammed emwazi[SEP],1422,2
1423,[CLS]apple may launch 12 inch macbook air with retina display[SEP],1423,3
1424,[CLS]willie nelson dead [SEP],1424,0
1425,[CLS]missing libyan jetliners raise fears of terror attacks on 9 11[SEP],1425,1
1426,[CLS]nigeria claims boko haram will release the kidnapped schoolgirls[SEP],1426,2
1427,[CLS]north korea denies reports kim jong un is to open state backed restaurant in scotland[SEP],1427,3
1428,[CLS]heartbroken girl spends week in kfc after getting dumped[SEP],1428,0
1429,[CLS]mcdonalds removing big mac apple pies and eliminating large size options[SEP],1429,1
1430,[CLS]cnn posts alleged audio of michael brown shooting[SEP],1430,2
1431,[CLS]islamist terrorists jabhat ansar al deen tweet picture of texas plumbers truck fitted with anti aircraft gun in syria[SEP],1431,3
1432,[CLS]small meteorite strikes in nicaragua capital city of managua[SEP],1432,0
1433,[CLS]newly discovered mass grave linked to missing mexican students[SEP],1433,1
1434,[CLS]isis claims to have intercepted supplies from you s[SEP],1434,2
1435,[CLS]whoa paul rudd was one of the airport heroes who took down the homophobe[SEP],1435,3
1436,[CLS]missing jetliners raise fear of new 9 11 style attacks after libyan airport falls to islamic militants[SEP],1436,0
1437,[CLS]dna test confirms child is is head abu bakr al baghdadi daughter[SEP],1437,1
1438,[CLS]meteorite leaves crater in nicaraguan capital managua[SEP],1438,2
1439,[CLS]boko haram kidnapped girls have been married off truce never happened[SEP],1439,3
1440,[CLS]angry mob cut off rapists penis with meat cleaver viewer discretion [SEP],1440,0
1441,[CLS]eyewitness says viral video of homeless man was staged[SEP],1441,1
1442,[CLS]durex is not confirming or denying rumors of a pumpkin spice condom[SEP],1442,2
1443,[CLS]a message from jim mom diane foley [SEP],1443,3
1444,[CLS]texas plumber truck on front line of syria war[SEP],1444,0
1445,[CLS]batmobile stolen from batman v superman dawn of justice set zack snyder knows who did it[SEP],1445,1
1446,[CLS]hope fades for girls release after boko haram truce breached[SEP],1446,2
1447,[CLS]google to buy big chunk of pacific shores iconic redwood city office park[SEP],1447,3
1448,[CLS]purdon ebola hoax texas town quarantined after family of five test positive for the ebola virus article is fake[SEP],1448,0
1449,[CLS]small meteorite strikes in nicaragua capital city of managua[SEP],1449,1
1450,[CLS]latest ios 8 bug reportedly causes unwanted deletion of icloud drive documents[SEP],1450,2
1451,[CLS]isis border crisis dhs chief says terrorists not entering us through mexico[SEP],1451,3
1452,[CLS]sick kansas city man said not to have ebola you s[SEP],1452,0
1453,[CLS]breaking brat pack judd nelson found dead in los angeles condo[SEP],1453,1
1454,[CLS]mexico prosecutor students not in 1st mass graves[SEP],1454,2
1455,[CLS]rep duncan hunter at least 10 isis fighters caught at mexican border[SEP],1455,3
1456,[CLS]led zeppelin reunion robert plant rips up 300 million contract refuses to rejoin legendary band[SEP],1456,0
1457,[CLS]small meteorite hits managua[SEP],1457,1
1458,[CLS]guantanamo detainee exchanged for american pow attempts a return to battle[SEP],1458,2
1459,[CLS]lebanon holding is leader daughter and ex wife [SEP],1459,3
1460,[CLS]you s[SEP],1460,0
1461,[CLS]audio captured at time of michael brown shooting company says[SEP],1461,1
1462,[CLS]gop rep at least ten isis fighters have been caught coming across the mexican border[SEP],1462,2
1463,[CLS]pumpkin spice condoms [SEP],1463,3
1464,[CLS]watch bird launches airstrike on putins shoulder updated [SEP],1464,0
1465,[CLS]mexico hit by student massacre at least 17 anti corruption protesters rounded up murdered and dumped in a mass grave and another 26 are missing[SEP],1465,1
1466,[CLS]boko haram could release kidnapped girls nigerian officials say[SEP],1466,2
1467,[CLS]axl rose dead 2014 guns n roses frontman killed by internet death hoax[SEP],1467,3
1468,[CLS]texas truck winds up in syria with islamic militants[SEP],1468,0
1469,[CLS]mcdonalds to stop serving overweight customers in january [SEP],1469,1
1470,[CLS]isis video americas air dropped weapons now in our hands[SEP],1470,2
1471,[CLS]ottawa gunman identified as michael zehaf bibeau[SEP],1471,3
1472,[CLS]jose canseco shot in the hand during accidental shooting at vegas home[SEP],1472,0
1473,[CLS]was the video of that homeless man doing good deeds with 100 all an elaborate hoax [SEP],1473,1
1474,[CLS]report audio reveals pause between gunshots when michael brown was shot[SEP],1474,2
1475,[CLS]alleged audio of michael brown shooting does not sound good for officer darren wilson[SEP],1475,3
1476,[CLS]vice medias ceo blew 300 000 on dinner and a vegas casino boss blabbed about it[SEP],1476,0
1477,[CLS]daash ebola transferred to mosul google translate [SEP],1477,1
1478,[CLS]taylor lianne chandler everything you need to know about michael phelps intersex girlfriend[SEP],1478,2
1479,[CLS]british hostage david haines beheaded by islamic state terrorists[SEP],1479,3
1480,[CLS]putins motorcade looks suspiciously like a massive[SEP],1480,0
1481,[CLS]espn to save nfl image with all male domestic abuse discussion[SEP],1481,1
1482,[CLS]managua explosion not a meteorite nasa suggests[SEP],1482,2
1483,[CLS]abdel majed abdel bary emerges as suspect in foley beheading[SEP],1483,3
1484,[CLS]michael phelps self proclaimed girlfriend 41 reveals she was born a male as she describes her amazing intimacy with olympic swimmer[SEP],1484,0
1485,[CLS]accused boston marathon bomber severely injured in prison may never walk or talk again[SEP],1485,1
1486,[CLS]fidel castro death watch rumors heat up cuba denies[SEP],1486,2
1487,[CLS]kim jong un bans the name kim jong un [SEP],1487,3
1488,[CLS]report christian bale just bailed on the steve jobs movie[SEP],1488,0
1489,[CLS]lebanon detains wife and son of al baghdadi[SEP],1489,1
1490,[CLS]l jinny [SEP],1490,2
1491,[CLS]hundreds of dog lovers from around the world offer home to pet abandoned at the railway station with a suitcase containing his pillow toy bowl and favourite food[SEP],1491,3
1492,[CLS]no banksy has not been arrested[SEP],1492,0
1493,[CLS]breaking gill rosenberg former idf soldier was captured by isis[SEP],1493,1
1494,[CLS]nasa raises doubts about reports of nicaraguan meteorite[SEP],1494,2
1495,[CLS]once again the banksy arrest is a giant hoax[SEP],1495,3
1496,[CLS]islamic state beheads missing american journalist james wright foley[SEP],1496,0
1497,[CLS]spider burrowed through tourist stomach and up into his chest[SEP],1497,1
1498,[CLS]islamic state releases video apparently showing the beheading of missing us journalist james foley[SEP],1498,2
1499,[CLS]ios 8 bug reportedly erases icloud drive documents when settings are reset[SEP],1499,3
1500,[CLS]durex is not making pumpkin spice condoms after all a hoax debunked[SEP],1500,0
1501,[CLS]boko haram ceasefire ignored as violence flares in borno state[SEP],1501,1
1502,[CLS]iraqi health official ebola has killed 5 isis fighters[SEP],1502,2
1503,[CLS]breaking isis beheads american journalist james wright foley[SEP],1503,3
1504,[CLS]tiger woods agent shoots down report of failed drug test[SEP],1504,0
1505,[CLS]obama administration denies congressman claim that at least ten isis fighters have been caught coming across the mexican border in texas [SEP],1505,1
1506,[CLS]tropical spider burrowed under bali tourist skin[SEP],1506,2
1507,[CLS] hairgate iphone hit by new social media storm[SEP],1507,3
1508,[CLS]priest claim of seeing god as a woman dismissed as hoax[SEP],1508,0
1509,[CLS]tropical spider burrowed under man skin through appendix scar and lived there for three days[SEP],1509,1
1510,[CLS]gill rosenberg former idf soldier possibly captured by isis while fighting with kurds[SEP],1510,2
1511,[CLS]was the batmobile stolen in detroit [SEP],1511,3
1512,[CLS]seven teenage girls get pregnant on school trip[SEP],1512,0
1513,[CLS]this is a truly horrifying story about a spider[SEP],1513,1
1514,[CLS]ottawa shooting slain soldier named as nathan cirillo while suspect identified as michael zehaf bibeau[SEP],1514,2
1515,[CLS]new audio shows michael brown was shot at 11 times[SEP],1515,3
1516,[CLS]280 pound catfish fisherman makes huge catch in italy catfish could set record[SEP],1516,0
1517,[CLS]meteor leaves 40 foot crater near managua airport[SEP],1517,1
1518,[CLS]luke somers sister says he was killed in failed yemen rescue attempt[SEP],1518,2
1519,[CLS]iraqi airstrike kills key isil leader[SEP],1519,3
1520,[CLS]whiz kid stock picker i did not actually make 72m trading[SEP],1520,0
1521,[CLS]dna tests prove lebanon is holding isis chief al baghdadi ex wife and daughter after they were caught with fake passports[SEP],1521,1
1522,[CLS]nigeria missing girls to be released by boko haram government aide claims[SEP],1522,2
1523,[CLS]obama murder of james foley shocks the conscience of the entire world [SEP],1523,3
1524,[CLS]strange mark turns out to be tropical spider burrowing under vacationer skin[SEP],1524,0
1525,[CLS] yum serving up marijuana fried chicken[SEP],1525,1
1526,[CLS]new york city plans to end arrests for possession of small amounts of marijuana[SEP],1526,2
1527,[CLS]kim jong un absent north korean leader is recovering from ankle surgery [SEP],1527,3
1528,[CLS]chinese mistress is stripped naked and beaten senseless in backlash against booming country concubine culture [SEP],1528,0
1529,[CLS]singing polar bear facing asbo after noise complaint[SEP],1529,1
1530,[CLS]isis kills 300 iraqi soldiers with chlorine gas shia mp[SEP],1530,2
1531,[CLS]woman detained in lebanon is not isis leaders wife says iraq[SEP],1531,3
1532,[CLS]saudi arabian cleric issues fatwa against snowmen[SEP],1532,0
1533,[CLS]managua explosion not a meteorite nasa suggests[SEP],1533,1
1534,[CLS]seven high school girls get pregnant on five day school trip parents outraged[SEP],1534,2
1535,[CLS]woman detained in lebanon is not al baghdadi wife iraq says[SEP],1535,3
1536,[CLS]advisory islamist rebel leader killed in you s[SEP],1536,0
1537,[CLS]rumor robert plant ripped up 800 million contract to reunite led zeppelin called rubbish [SEP],1537,1
1538,[CLS]report exec popped for 300k dinner after run at blackjack[SEP],1538,2
1539,[CLS]audio may have captured michael brown shooting[SEP],1539,3
1540,[CLS]terrorist plot targeting black friday shoppers uncovered[SEP],1540,0
1541,[CLS]rare meteorite impact causes blast in nicaragua capital managua[SEP],1541,1
1542,[CLS]jeh johnson politicians should not feed the flames of fear over isis ebola[SEP],1542,2
1543,[CLS]no that broken pencil illustration is not by banksy[SEP],1543,3
1544,[CLS]elderly woman arrested for kidnapping neighbors cats making fur coats[SEP],1544,0
1545,[CLS]here video of a bird pooping on vladimir putin in the middle of a speech[SEP],1545,1
1546,[CLS]islamic state militants claim to have beheaded us journalist james wright foley[SEP],1546,2
1547,[CLS]cannibal mum tries to eat her own baby shortly after giving birth[SEP],1547,3
1548,[CLS]dead for 48 minutes catholic priest claims god is female[SEP],1548,0
1549,[CLS]isis border crisis dhs chief says terrorists not entering us through mexico[SEP],1549,1
1550,[CLS] categorically false dhs debunks right wing fiction that isis attempted to cross the you mexico border[SEP],1550,2
1551,[CLS]soldier shot in ottawa at war memorial[SEP],1551,3
1552,[CLS]was the video of that homeless man doing good deeds with 100 all an elaborate hoax [SEP],1552,0
1553,[CLS]dead for 48 minutes this catholic priest claims god is female[SEP],1553,1
1554,[CLS]mass grave found after 40 students disappear in mexican protest[SEP],1554,2
1555,[CLS]islamist militants steal 11 commercial planes in libya sparking terror attack fears[SEP],1555,3
1556,[CLS] american bombing had signed my death certificate missing us journalist james wright foley goes unflinching to his death as isis behead him in horrific video as a warning to obama[SEP],1556,0
1557,[CLS]how did fake chinese news site dupe washington post atlantic bbc [SEP],1557,1
1558,[CLS]meteorite caused mysterious boom in nicaragua [SEP],1558,2
1559,[CLS]watch marine take sniper shot to the head and live[SEP],1559,3
1560,[CLS]see how this homeless man spends a hundred dollars and keep a tissue handy video [SEP],1560,0
1561,[CLS]hoax report claims 250 000 texas turkeys infected with ebola[SEP],1561,1
1562,[CLS]new policy could reduce marijuana possession arrests[SEP],1562,2
1563,[CLS]80 brat pack star judd nelson forced to deny that he is dead after fake news story starts trending on social media[SEP],1563,3
1564,[CLS]saudi cleric issues fatwa on snowmen[SEP],1564,0
1565,[CLS]newly discovered mass grave linked to missing mexican students[SEP],1565,1
1566,[CLS]hundreds mourn the death of fidel castro after rumours sweep twitter but are they confusing him with recently departed fidel castro odinga from nairobi [SEP],1566,2
1567,[CLS]iraq us to probe isis chlorine attack on iraqi security personnel[SEP],1567,3
1568,[CLS]nationwide turkey recall [SEP],1568,0
1569,[CLS]woman detained in lebanon is not al baghdadi wife iraq says[SEP],1569,1
